Complaint_ID,Complaint_Date,Resolved_Date,Zone,Category,Department,Priority,Priority_Score,Status,Resolution_Delay_Days,Citizen_Satisfaction_Score,Month,Quarter,Week
CMP00678,2024-10-21,2024-11-01,North Zone,Public Safety,Police Dept,Low,1,Resolved,11.0,3.0,October,Q4,43
CMP00679,2024-07-13,2024-07-26,North Zone,Drainage Problem,Drainage Dept,Low,1,Resolved,13.0,2.2,July,Q3,28
CMP00680,2024-09-01,2024-09-06,Central Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,5.0,4.0,September,Q3,35
CMP00681,2024-01-04,,Central Zone,Street Light Failure,Electricity Dept,Medium,2,Pending,,1.5,January,Q1,1
CMP00682,2024-06-29,,South Zone,Traffic Congestion,Traffic Management Dept,Medium,2,In Progress,,1.6,June,Q2,26
CMP00683,2024-06-01,,North-East Zone,Drainage Problem,Drainage Dept,High,3,In Progress,,1.3,June,Q2,22
CMP00684,2024-07-18,,North Zone,Road Damage,Public Works Dept,Medium,2,Pending,,2.1,July,Q3,29
CMP00685,2024-08-02,,South Zone,Water Supply,Water Supply Dept,Medium,2,Pending,,2.1,August,Q3,31
CMP00686,2024-10-02,2024-10-20,North-East Zone,Water Supply,Water Supply Dept,Low,1,Resolved,18.0,3.0,October,Q4,40
CMP00687,2024-10-06,2024-10-11,East Zone,Street Light Failure,Electricity Dept,High,3,Resolved,5.0,3.1,October,Q4,40
CMP00688,2024-11-04,2024-11-15,Central Zone,Water Supply,Water Supply Dept,Low,1,Resolved,11.0,3.3,November,Q4,45
CMP00689,2024-04-22,,East Zone,Street Light Failure,Electricity Dept,High,3,Pending,,2.4,April,Q2,17
CMP00690,2024-09-06,,South-West Zone,Public Safety,Police Dept,Low,1,In Progress,,2.2,September,Q3,36
CMP00691,2024-04-22,,South-West Zone,Road Damage,Public Works Dept,Medium,2,In Progress,,1.9,April,Q2,17
CMP00692,2024-05-19,2024-06-02,Central Zone,Drainage Problem,Drainage Dept,Low,1,Resolved,14.0,3.5,May,Q2,20
CMP00693,2024-08-11,,Central Zone,Street Light Failure,Electricity Dept,High,3,In Progress,,1.9,August,Q3,32
CMP00694,2024-09-05,,North Zone,Drainage Problem,Drainage Dept,High,3,In Progress,,1.8,September,Q3,36
CMP00695,2024-01-15,2024-01-22,South-West Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,7.0,4.2,January,Q1,3
CMP00696,2024-07-18,2024-07-25,South-West Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,7.0,4.0,July,Q3,29
CMP00697,2024-06-21,2024-06-24,Central Zone,Drainage Problem,Drainage Dept,High,3,Resolved,3.0,4.0,June,Q2,25
CMP00698,2024-12-08,2024-12-20,North-East Zone,Road Damage,Public Works Dept,Medium,2,Resolved,12.0,2.6,December,Q4,49
CMP00699,2024-12-13,,Industrial Zone,Garbage Collection,Sanitation Dept,Medium,2,In Progress,,1.3,December,Q4,50
CMP00700,2024-07-26,,South Zone,Street Light Failure,Electricity Dept,Medium,2,Pending,,2.4,July,Q3,30
CMP00701,2024-03-25,2024-04-04,South-West Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,10.0,2.0,March,Q1,13
CMP00702,2024-08-27,,North Zone,Public Safety,Police Dept,Medium,2,In Progress,,2.0,August,Q3,35
CMP00703,2024-03-06,2024-03-17,North-East Zone,Public Safety,Police Dept,Medium,2,Resolved,11.0,1.9,March,Q1,10
CMP00704,2024-11-14,,Industrial Zone,Public Safety,Police Dept,High,3,In Progress,,1.8,November,Q4,46
CMP00705,2024-09-30,2024-10-10,Industrial Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,10.0,1.6,September,Q3,40
CMP00706,2024-01-14,2024-01-31,South-West Zone,Drainage Problem,Drainage Dept,Low,1,Resolved,17.0,2.3,January,Q1,2
CMP00707,2024-07-20,2024-07-29,West Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,9.0,1.9,July,Q3,29
CMP00708,2024-10-30,,North-East Zone,Drainage Problem,Drainage Dept,Medium,2,Pending,,1.4,October,Q4,44
CMP00709,2024-10-15,,South Zone,Garbage Collection,Sanitation Dept,Medium,2,Pending,,1.0,October,Q4,42
CMP00710,2024-12-05,,North-East Zone,Garbage Collection,Sanitation Dept,Low,1,In Progress,,1.3,December,Q4,49
CMP00711,2024-01-14,,North Zone,Garbage Collection,Sanitation Dept,Low,1,Pending,,2.2,January,Q1,2
CMP00712,2024-02-12,,South-West Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Pending,,2.0,February,Q1,7
CMP00713,2024-11-25,,Industrial Zone,Garbage Collection,Sanitation Dept,High,3,In Progress,,1.4,November,Q4,48
CMP00714,2024-08-07,2024-08-11,West Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,4.0,3.7,August,Q3,32
CMP00715,2024-03-10,2024-03-15,Central Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,5.0,4.2,March,Q1,10
CMP00716,2024-08-24,,West Zone,Street Light Failure,Electricity Dept,Medium,2,Pending,,2.0,August,Q3,34
CMP00717,2024-04-03,2024-04-14,South-West Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,11.0,1.7,April,Q2,14
CMP00718,2024-01-26,2024-02-05,East Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,10.0,1.9,January,Q1,4
CMP00719,2024-05-13,2024-05-19,West Zone,Public Safety,Police Dept,High,3,Resolved,6.0,4.1,May,Q2,20
CMP00720,2024-07-13,,Central Zone,Public Safety,Police Dept,Low,1,In Progress,,1.3,July,Q3,28
CMP00721,2024-06-16,2024-06-19,West Zone,Traffic Congestion,Traffic Management Dept,High,3,Resolved,3.0,4.6,June,Q2,24
CMP00722,2024-04-18,2024-04-29,East Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,11.0,3.0,April,Q2,16
CMP00723,2024-08-20,,East Zone,Street Light Failure,Electricity Dept,Medium,2,In Progress,,1.9,August,Q3,34
CMP00724,2024-06-16,,North-East Zone,Road Damage,Public Works Dept,Low,1,Pending,,1.7,June,Q2,24
CMP00725,2024-06-21,,North Zone,Garbage Collection,Sanitation Dept,Low,1,Pending,,1.6,June,Q2,25
CMP00726,2024-07-13,,West Zone,Drainage Problem,Drainage Dept,Medium,2,Pending,,1.9,July,Q3,28
CMP00727,2024-05-22,,West Zone,Street Light Failure,Electricity Dept,Medium,2,Pending,,1.8,May,Q2,21
CMP00728,2024-08-03,,West Zone,Road Damage,Public Works Dept,Medium,2,In Progress,,1.7,August,Q3,31
CMP00729,2024-05-09,2024-05-17,North-East Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,8.0,2.6,May,Q2,19
CMP00730,2024-02-11,2024-03-01,North-East Zone,Traffic Congestion,Traffic Management Dept,Low,1,Resolved,19.0,2.2,February,Q1,6
CMP00731,2024-08-28,2024-09-05,South-West Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,8.0,2.1,August,Q3,35
CMP00732,2024-01-10,2024-01-28,South Zone,Public Safety,Police Dept,Low,1,Resolved,18.0,3.1,January,Q1,2
CMP00733,2024-10-03,2024-10-13,West Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,10.0,1.8,October,Q4,40
CMP00734,2024-01-27,2024-01-31,Industrial Zone,Public Safety,Police Dept,High,3,Resolved,4.0,4.3,January,Q1,4
CMP00735,2024-06-28,2024-07-16,West Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,18.0,2.5,June,Q2,26
CMP00736,2024-04-24,2024-05-04,South-West Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,10.0,2.6,April,Q2,17
CMP00737,2024-11-28,,Industrial Zone,Traffic Congestion,Traffic Management Dept,Medium,2,In Progress,,1.3,November,Q4,48
CMP00738,2024-02-05,2024-02-08,South-West Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,3.0,4.4,February,Q1,6
CMP00739,2024-11-29,2024-12-04,Industrial Zone,Road Damage,Public Works Dept,Low,1,Resolved,5.0,3.6,November,Q4,48
CMP00740,2024-01-21,2024-01-30,East Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,9.0,2.8,January,Q1,3
CMP00741,2024-01-16,2024-01-17,North Zone,Garbage Collection,Sanitation Dept,High,3,Resolved,1.0,4.6,January,Q1,3
CMP00742,2024-05-06,,North-East Zone,Public Safety,Police Dept,Medium,2,Pending,,1.1,May,Q2,19
CMP00743,2024-04-12,2024-04-19,North-East Zone,Street Light Failure,Electricity Dept,High,3,Resolved,7.0,3.7,April,Q2,15
CMP00744,2024-01-11,2024-01-13,West Zone,Water Supply,Water Supply Dept,High,3,Resolved,2.0,5.0,January,Q1,2
CMP00745,2024-11-14,2024-11-26,Central Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,12.0,1.7,November,Q4,46
CMP00746,2024-03-19,2024-04-02,North-East Zone,Road Damage,Public Works Dept,Low,1,Resolved,14.0,3.0,March,Q1,12
CMP00747,2024-05-02,2024-05-08,North Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,6.0,3.8,May,Q2,18
CMP00748,2024-03-05,,West Zone,Garbage Collection,Sanitation Dept,High,3,Pending,,1.5,March,Q1,10
CMP00749,2024-08-30,,North-East Zone,Public Safety,Police Dept,Low,1,Pending,,2.1,August,Q3,35
CMP00750,2024-12-08,,Industrial Zone,Traffic Congestion,Traffic Management Dept,Medium,2,In Progress,,1.7,December,Q4,49
CMP00751,2024-02-28,2024-03-04,North-East Zone,Garbage Collection,Sanitation Dept,High,3,Resolved,5.0,3.7,February,Q1,9
CMP00752,2024-10-15,,Industrial Zone,Road Damage,Public Works Dept,Medium,2,Pending,,1.2,October,Q4,42
CMP00753,2024-04-21,2024-05-02,South Zone,Road Damage,Public Works Dept,Medium,2,Resolved,11.0,2.7,April,Q2,16
CMP00754,2024-08-26,2024-09-03,East Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,8.0,2.7,August,Q3,35
CMP00755,2024-12-24,2024-12-29,South Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,5.0,3.8,December,Q4,52
CMP00756,2024-05-11,,South Zone,Traffic Congestion,Traffic Management Dept,Low,1,In Progress,,1.6,May,Q2,19
CMP00757,2024-07-07,2024-07-21,South-West Zone,Garbage Collection,Sanitation Dept,Low,1,Resolved,14.0,3.0,July,Q3,27
CMP00758,2024-03-26,,West Zone,Drainage Problem,Drainage Dept,Medium,2,Pending,,2.1,March,Q1,13
CMP00759,2024-11-06,2024-11-09,South Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,3.0,4.3,November,Q4,45
CMP00760,2024-11-06,2024-11-15,West Zone,Road Damage,Public Works Dept,Medium,2,Resolved,9.0,3.0,November,Q4,45
CMP00761,2024-02-28,,West Zone,Public Safety,Police Dept,Medium,2,Pending,,2.5,February,Q1,9
CMP00762,2024-03-24,2024-04-02,South-West Zone,Public Safety,Police Dept,Low,1,Resolved,9.0,2.3,March,Q1,12
CMP00763,2024-06-08,2024-06-17,South-West Zone,Public Safety,Police Dept,Medium,2,Resolved,9.0,2.6,June,Q2,23
CMP00764,2024-02-25,,Central Zone,Public Safety,Police Dept,Low,1,Pending,,1.6,February,Q1,8
CMP00765,2024-10-23,,South-West Zone,Water Supply,Water Supply Dept,Medium,2,Pending,,2.4,October,Q4,43
CMP00766,2024-01-14,,South-West Zone,Public Safety,Police Dept,Low,1,Pending,,1.2,January,Q1,2
CMP00767,2024-06-08,2024-06-11,Industrial Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,3.0,4.4,June,Q2,23
CMP00768,2024-10-21,2024-10-25,East Zone,Street Light Failure,Electricity Dept,High,3,Resolved,4.0,3.3,October,Q4,43
CMP00769,2024-12-12,2024-12-31,North-East Zone,Water Supply,Water Supply Dept,Low,1,Resolved,19.0,1.7,December,Q4,50
CMP00770,2024-07-11,,Industrial Zone,Public Safety,Police Dept,Medium,2,Pending,,1.4,July,Q3,28
CMP00771,2024-07-22,2024-07-28,Industrial Zone,Traffic Congestion,Traffic Management Dept,Low,1,Resolved,6.0,4.3,July,Q3,30
CMP00772,2024-04-11,,Central Zone,Water Supply,Water Supply Dept,Low,1,Pending,,2.2,April,Q2,15
CMP00773,2024-02-08,2024-02-15,South Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,7.0,4.5,February,Q1,6
CMP00774,2024-10-30,2024-11-05,West Zone,Traffic Congestion,Traffic Management Dept,Low,1,Resolved,6.0,4.5,October,Q4,44
CMP00775,2024-12-19,2024-12-22,North Zone,Water Supply,Water Supply Dept,High,3,Resolved,3.0,4.6,December,Q4,51
CMP00776,2024-11-17,2024-11-24,West Zone,Drainage Problem,Drainage Dept,High,3,Resolved,7.0,3.5,November,Q4,46
CMP00777,2024-05-04,,South Zone,Garbage Collection,Sanitation Dept,Medium,2,In Progress,,1.3,May,Q2,18
CMP00778,2024-02-22,2024-02-28,Industrial Zone,Water Supply,Water Supply Dept,High,3,Resolved,6.0,4.4,February,Q1,8
CMP00779,2024-12-22,,North Zone,Water Supply,Water Supply Dept,Low,1,Pending,,1.4,December,Q4,51
CMP00780,2024-06-03,2024-06-11,North-East Zone,Drainage Problem,Drainage Dept,Low,1,Resolved,8.0,3.0,June,Q2,23
CMP00781,2024-12-16,,South-West Zone,Drainage Problem,Drainage Dept,High,3,Pending,,1.9,December,Q4,51
CMP00782,2024-11-03,,West Zone,Public Safety,Police Dept,Medium,2,Pending,,2.0,November,Q4,44
CMP00783,2024-03-02,,North Zone,Road Damage,Public Works Dept,Low,1,In Progress,,2.0,March,Q1,9
CMP00784,2024-10-16,2024-10-19,South Zone,Street Light Failure,Electricity Dept,High,3,Resolved,3.0,4.6,October,Q4,42
CMP00785,2024-01-22,,Central Zone,Street Light Failure,Electricity Dept,High,3,Pending,,2.0,January,Q1,4
CMP00786,2024-06-26,,East Zone,Drainage Problem,Drainage Dept,High,3,In Progress,,1.8,June,Q2,26
CMP00787,2024-09-29,,East Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Pending,,1.8,September,Q3,39
CMP00788,2024-08-07,,Central Zone,Street Light Failure,Electricity Dept,Medium,2,In Progress,,1.3,August,Q3,32
CMP00789,2024-12-04,,South-West Zone,Road Damage,Public Works Dept,High,3,Pending,,1.6,December,Q4,49
CMP00790,2024-07-08,2024-07-13,North-East Zone,Drainage Problem,Drainage Dept,High,3,Resolved,5.0,4.1,July,Q3,28
CMP00791,2024-02-05,,Central Zone,Drainage Problem,Drainage Dept,Medium,2,Pending,,1.4,February,Q1,6
CMP00792,2024-09-16,,West Zone,Traffic Congestion,Traffic Management Dept,Low,1,In Progress,,2.4,September,Q3,38
CMP00793,2024-11-27,2024-12-05,West Zone,Garbage Collection,Sanitation Dept,Low,1,Resolved,8.0,1.8,November,Q4,48
CMP00794,2024-06-23,2024-06-30,East Zone,Drainage Problem,Drainage Dept,High,3,Resolved,7.0,4.3,June,Q2,25
CMP00795,2024-01-07,2024-01-14,West Zone,Road Damage,Public Works Dept,Medium,2,Resolved,7.0,3.6,January,Q1,1
CMP00796,2024-08-03,2024-08-15,Central Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,12.0,1.5,August,Q3,31
CMP00797,2024-09-07,2024-09-11,Central Zone,Water Supply,Water Supply Dept,High,3,Resolved,4.0,4.2,September,Q3,36
CMP00798,2024-02-24,2024-03-10,South-West Zone,Garbage Collection,Sanitation Dept,Low,1,Resolved,15.0,3.0,February,Q1,8
CMP00799,2024-08-09,2024-08-12,Central Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,3.0,4.7,August,Q3,32
CMP00800,2024-07-04,2024-07-08,North Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,4.0,4.0,July,Q3,27
CMP00801,2024-11-21,,South-West Zone,Traffic Congestion,Traffic Management Dept,High,3,Pending,,1.1,November,Q4,47
CMP00802,2024-08-23,2024-08-29,Industrial Zone,Public Safety,Police Dept,Low,1,Resolved,6.0,3.9,August,Q3,34
CMP00803,2024-12-28,,Industrial Zone,Road Damage,Public Works Dept,Medium,2,In Progress,,1.6,December,Q4,52
CMP00804,2024-03-19,,North Zone,Traffic Congestion,Traffic Management Dept,High,3,Pending,,1.6,March,Q1,12
CMP00805,2024-08-10,2024-08-16,West Zone,Drainage Problem,Drainage Dept,High,3,Resolved,6.0,3.3,August,Q3,32
CMP00806,2024-03-31,2024-04-06,South-West Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,6.0,3.0,March,Q1,13
CMP00807,2024-09-24,2024-10-03,West Zone,Water Supply,Water Supply Dept,Low,1,Resolved,9.0,1.9,September,Q3,39
CMP00808,2024-11-29,,North Zone,Street Light Failure,Electricity Dept,Medium,2,Pending,,1.9,November,Q4,48
CMP00809,2024-05-18,,South Zone,Road Damage,Public Works Dept,Medium,2,In Progress,,1.8,May,Q2,20
CMP00810,2024-11-11,2024-12-01,North-East Zone,Water Supply,Water Supply Dept,Low,1,Resolved,20.0,1.7,November,Q4,46
CMP00811,2024-10-02,,South-West Zone,Traffic Congestion,Traffic Management Dept,Medium,2,In Progress,,1.9,October,Q4,40
CMP00812,2024-09-04,2024-09-09,Industrial Zone,Road Damage,Public Works Dept,Medium,2,Resolved,5.0,3.6,September,Q3,36
CMP00813,2024-08-26,,South Zone,Drainage Problem,Drainage Dept,Low,1,Pending,,1.0,August,Q3,35
CMP00814,2024-08-11,2024-08-17,West Zone,Road Damage,Public Works Dept,Medium,2,Resolved,6.0,3.9,August,Q3,32
CMP00815,2024-10-30,2024-11-05,East Zone,Water Supply,Water Supply Dept,High,3,Resolved,6.0,3.2,October,Q4,44
CMP00816,2024-05-17,2024-05-26,West Zone,Garbage Collection,Sanitation Dept,Low,1,Resolved,9.0,2.8,May,Q2,20
CMP00817,2024-06-14,,South-West Zone,Water Supply,Water Supply Dept,Low,1,In Progress,,2.0,June,Q2,24
CMP00818,2024-05-05,2024-05-19,Central Zone,Road Damage,Public Works Dept,Low,1,Resolved,14.0,3.4,May,Q2,18
CMP00819,2024-02-14,,West Zone,Drainage Problem,Drainage Dept,High,3,Pending,,1.0,February,Q1,7
CMP00820,2024-05-22,2024-05-29,Central Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,7.0,3.9,May,Q2,21
CMP00821,2024-08-18,,Central Zone,Road Damage,Public Works Dept,Low,1,Pending,,2.2,August,Q3,33
CMP00822,2024-05-04,2024-05-07,West Zone,Road Damage,Public Works Dept,Medium,2,Resolved,3.0,4.4,May,Q2,18
CMP00823,2024-08-25,,Central Zone,Garbage Collection,Sanitation Dept,Medium,2,In Progress,,1.8,August,Q3,34
CMP00824,2024-10-18,2024-10-25,South Zone,Public Safety,Police Dept,High,3,Resolved,7.0,3.3,October,Q4,42
CMP00825,2024-11-08,,North Zone,Street Light Failure,Electricity Dept,Medium,2,Pending,,2.4,November,Q4,45
CMP00826,2024-12-08,,East Zone,Drainage Problem,Drainage Dept,Medium,2,In Progress,,1.7,December,Q4,49
CMP00827,2024-07-13,2024-07-23,Central Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,10.0,2.9,July,Q3,28
CMP00828,2024-06-21,,West Zone,Garbage Collection,Sanitation Dept,Medium,2,In Progress,,1.4,June,Q2,25
CMP00829,2024-01-15,,North-East Zone,Street Light Failure,Electricity Dept,High,3,Pending,,1.7,January,Q1,3
CMP00830,2024-09-10,2024-09-22,South-West Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,12.0,2.9,September,Q3,37
CMP00831,2024-06-15,2024-06-21,East Zone,Street Light Failure,Electricity Dept,High,3,Resolved,6.0,3.3,June,Q2,24
CMP00832,2024-04-03,2024-04-09,North Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,6.0,3.2,April,Q2,14
CMP00833,2024-09-06,2024-09-07,Central Zone,Garbage Collection,Sanitation Dept,High,3,Resolved,1.0,4.1,September,Q3,36
CMP00834,2024-04-18,,South Zone,Street Light Failure,Electricity Dept,Medium,2,In Progress,,1.0,April,Q2,16
CMP00835,2024-06-30,2024-07-01,East Zone,Traffic Congestion,Traffic Management Dept,High,3,Resolved,1.0,4.6,June,Q2,26
CMP00836,2024-05-12,2024-05-17,South-West Zone,Drainage Problem,Drainage Dept,Low,1,Resolved,5.0,3.7,May,Q2,19
CMP00837,2024-06-23,2024-06-25,Central Zone,Public Safety,Police Dept,High,3,Resolved,2.0,4.7,June,Q2,25
CMP00838,2024-05-23,2024-06-04,South-West Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,12.0,2.4,May,Q2,21
CMP00839,2024-11-01,2024-11-05,North-East Zone,Road Damage,Public Works Dept,Medium,2,Resolved,4.0,3.4,November,Q4,44
CMP00840,2024-12-25,,West Zone,Drainage Problem,Drainage Dept,Low,1,Pending,,1.3,December,Q4,52
CMP00841,2024-05-21,2024-06-01,West Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,11.0,2.4,May,Q2,21
CMP00842,2024-10-11,2024-10-19,Industrial Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,8.0,2.8,October,Q4,41
CMP00843,2024-01-06,2024-01-08,West Zone,Public Safety,Police Dept,High,3,Resolved,2.0,4.8,January,Q1,1
CMP00844,2024-09-21,2024-09-27,North Zone,Water Supply,Water Supply Dept,Medium,2,Resolved,6.0,4.3,September,Q3,38
CMP00845,2024-04-07,2024-04-11,South Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,4.0,4.3,April,Q2,14
CMP00846,2024-02-13,2024-02-23,South Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,10.0,3.3,February,Q1,7
CMP00847,2024-05-03,,East Zone,Water Supply,Water Supply Dept,Medium,2,Pending,,1.4,May,Q2,18
CMP00848,2024-07-27,,North Zone,Water Supply,Water Supply Dept,Low,1,Pending,,2.1,July,Q3,30
CMP00849,2024-09-07,,North-East Zone,Water Supply,Water Supply Dept,High,3,In Progress,,1.1,September,Q3,36
CMP00850,2024-10-11,,South-West Zone,Water Supply,Water Supply Dept,Low,1,Pending,,2.1,October,Q4,41
CMP00851,2024-05-03,2024-05-08,North Zone,Water Supply,Water Supply Dept,Low,1,Resolved,5.0,4.0,May,Q2,18
CMP00852,2024-12-19,2025-01-07,South Zone,Water Supply,Water Supply Dept,Low,1,Resolved,19.0,2.3,December,Q4,51
CMP00853,2024-08-31,,Central Zone,Road Damage,Public Works Dept,Low,1,Pending,,1.8,August,Q3,35
CMP00854,2024-11-26,2024-12-13,North Zone,Drainage Problem,Drainage Dept,Low,1,Resolved,17.0,2.4,November,Q4,48
CMP00855,2024-12-30,2024-12-31,North-East Zone,Road Damage,Public Works Dept,High,3,Resolved,1.0,4.4,December,Q4,1
CMP00856,2024-09-08,2024-09-16,West Zone,Public Safety,Police Dept,Low,1,Resolved,8.0,3.1,September,Q3,36
CMP00857,2024-08-17,2024-08-24,Central Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,7.0,4.4,August,Q3,33
CMP00858,2024-01-09,2024-01-26,West Zone,Street Light Failure,Electricity Dept,Low,1,Resolved,17.0,3.3,January,Q1,2
CMP00859,2024-02-17,2024-02-27,North Zone,Traffic Congestion,Traffic Management Dept,Medium,2,Resolved,10.0,2.6,February,Q1,7
CMP00860,2024-05-30,2024-06-04,West Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,5.0,4.1,May,Q2,22
CMP00861,2024-04-23,,North Zone,Garbage Collection,Sanitation Dept,High,3,In Progress,,1.9,April,Q2,17
CMP00862,2024-07-26,2024-08-01,East Zone,Garbage Collection,Sanitation Dept,Medium,2,Resolved,6.0,4.5,July,Q3,30
CMP00863,2024-12-20,2024-12-31,Central Zone,Road Damage,Public Works Dept,Medium,2,Resolved,11.0,2.9,December,Q4,51
CMP00864,2024-05-04,,East Zone,Drainage Problem,Drainage Dept,Medium,2,In Progress,,1.7,May,Q2,18
CMP00865,2024-06-05,2024-06-12,North Zone,Road Damage,Public Works Dept,Medium,2,Resolved,7.0,4.2,June,Q2,23
CMP00866,2024-12-05,,West Zone,Public Safety,Police Dept,Medium,2,Pending,,1.1,December,Q4,49
CMP00867,2024-10-24,2024-11-05,North-East Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,12.0,3.1,October,Q4,43
CMP00868,2024-07-07,2024-07-17,South Zone,Street Light Failure,Electricity Dept,Medium,2,Resolved,10.0,3.2,July,Q3,27
CMP00869,2024-08-30,2024-09-11,West Zone,Drainage Problem,Drainage Dept,Medium,2,Resolved,12.0,3.0,August,Q3,35
